station,valid,metar
BOS,5/11/2022 16:54,KBOS 111654Z 07013KT 10SM FEW050 BKN120 BKN200 12/07 A3036 RMK AO2 SLP279 T01220072 $
BOS,5/11/2022 17:46,KBOS 111746Z 07014KT 10SM BKN029 BKN120 BKN200 12/07 A3035 RMK AO2 T01220072
BOS,5/11/2022 17:54,KBOS 111754Z 08014KT 10SM BKN025 BKN200 12/07 A3035 RMK AO2 SLP276 T01220072 10133 20106 57012
BOS,5/11/2022 18:54,KBOS 111854Z 06008KT 10SM BKN020 BKN200 13/08 A3033 RMK AO2 SLP271 T01280083
BOS,5/11/2022 19:10,KBOS 111910Z 06009KT 10SM SCT021 BKN037 BKN200 14/08 A3033 RMK AO2 T01390078
BOS,5/11/2022 19:54,KBOS 111954Z 08011KT 10SM FEW021 BKN037 BKN200 13/08 A3032 RMK AO2 SLP268 T01330078
BOS,5/11/2022 20:54,KBOS 112054Z 08012KT 10SM FEW021 BKN031 BKN200 12/08 A3032 RMK AO2 SLP268 T01170078 56008
BOS,5/11/2022 21:54,KBOS 112154Z 09012KT 10SM FEW032 BKN049 BKN200 12/08 A3033 RMK AO2 SLP269 T01170083
BOS,5/11/2022 22:54,KBOS 112254Z 09012KT 10SM FEW032 BKN060 BKN200 10/08 A3033 RMK AO2 SLP269 T01000083
BOS,5/11/2022 23:25,KBOS 112325Z 09009KT 10SM FEW002 FEW032 BKN060 10/09 A3032 RMK AO2 T01000089
BOS,5/11/2022 23:34,KBOS 112334Z 08008KT 1 1/2SM BR SCT002 BKN060 10/09 A3032 RMK AO2 SFC VIS 6 VIS NE-E 1 T01000089
BOS,5/11/2022 23:44,KBOS 112344Z 09010KT 3/4SM R04R/P6000FT BR BKN002 BKN060 09/09 A3032 RMK AO2 SFC VIS 4 VIS NE-SE 1 T00940089
BOS,5/11/2022 23:54,KBOS 112354Z 09008KT 3/4SM R04R/P6000FT BR BKN002 BKN060 BKN130 09/09 A3032 RMK AO2 SFC VIS 5 SLP267 VIS NE-SE 2 T00940089 10156 20094 58001
BOS,5/11/2022 23:57,KBOS 112357Z 09008KT 2SM BR SCT002 BKN060 BKN130 09/09 A3032 RMK AO2 SFC VIS 6 VIS NE-SE 3 T00940089
BOS,5/12/2022 0:22,KBOS 120022Z 09007KT 2SM BR FEW002 BKN006 BKN130 09/09 A3032 RMK AO2 SFC VIS 6 T00940089
BOS,5/12/2022 0:29,KBOS 120029Z 08008KT 7SM FEW002 BKN006 BKN130 10/09 A3032 RMK AO2 T01000089 $
BOS,5/12/2022 0:54,KBOS 120054Z 09007KT 10SM FEW002 BKN006 10/09 A3032 RMK AO2 SLP268 T01000089 $
BOS,5/12/2022 1:25,KBOS 120125Z 05004KT 10SM FEW003 OVC011 11/09 A3033 RMK AO2 T01060089 $
BOS,5/12/2022 1:54,KBOS 120154Z 05005KT 10SM FEW003 OVC008 11/09 A3033 RMK AO2 SLP271 T01060089 $
BOS,5/12/2022 2:54,KBOS 120254Z 03005KT 10SM FEW002 BKN008 OVC011 11/09 A3032 RMK AO2 SLP268 T01060089 50001 $
BOS,5/12/2022 3:35,KBOS 120335Z 02005KT 1 1/2SM BR OVC006 11/10 A3031 RMK AO2 T01060100 $
BOS,5/12/2022 3:54,KBOS 120354Z 02004KT 1 1/2SM BR OVC005 11/10 A3031 RMK AO2 SLP263 T01060100 $
BOS,5/12/2022 4:10,KBOS 120410Z 04003KT 1 1/2SM BR OVC003 11/11 A3031 RMK AO2 SFC VIS 2 T01110106 $
BOS,5/12/2022 4:54,KBOS 120454Z 03003KT 1SM R04R/4500V5500FT BR OVC003 11/11 A3031 RMK AO2 TWR VIS 1 1/2 SLP262 T01110106 401560078 $
BOS,5/12/2022 5:06,KBOS 120506Z 04004KT 3/4SM R04R/4000V4500FT BR VV003 11/11 A3031 RMK AO2 TWR VIS 1 T01110106 $
BOS,5/12/2022 5:38,KBOS 120538Z 35006KT 1SM R04R/4500V5500FT BR OVC003 12/11 A3032 RMK AO2 SFC VIS 1 1/4 T01170111 $
BOS,5/12/2022 5:54,KBOS 120554Z 35006KT 1SM R04R/5000VP6000FT BR OVC003 12/11 A3031 RMK AO2 SFC VIS 1 1/2 SLP265 T01170111 10117 20094 55003 $
BOS,5/12/2022 6:54,KBOS 120654Z 01005KT 1SM R04R/P6000FT BR OVC003 12/12 A3030 RMK AO2 SFC VIS 2 SLP260 T01170117 $
BOS,5/12/2022 7:54,KBOS 120754Z 36004KT 1SM R04R/P6000FT BR OVC003 12/12 A3030 RMK AO2 SFC VIS 2 SLP259 T01170117 $
BOS,5/12/2022 8:54,KBOS 120854Z 01005KT 1SM R04R/P6000FT BR OVC003 12/12 A3031 RMK AO2 SFC VIS 2 SLP261 T01220117 55003 $
BOS,5/12/2022 9:54,KBOS 120954Z 00000KT 1/2SM R04R/5000VP6000FT BR OVC003 12/12 A3031 RMK AO2 SFC VIS 3/4 SLP263 T01220117 $
BOS,5/12/2022 10:54,KBOS 121054Z 36008KT 1/2SM R04R/4000VP6000FT BR OVC003 12/12 A3034 RMK AO2 SFC VIS 1 SLP275 T01220122 $
BOS,5/12/2022 11:43,KBOS 121143Z 35009KT 1SM R04R/P6000FT BR OVC003 13/13 A3035 RMK AO2 SFC VIS 2 T01280128
BOS,5/12/2022 11:54,KBOS 121154Z 02007KT 1 1/2SM BR OVC003 13/13 A3034 RMK AO2 SFC VIS 2 SLP274 T01280128 10128 20117 50013
BOS,5/12/2022 12:36,KBOS 121236Z 04007KT 1 1/2SM BR OVC005 13/13 A3035 RMK AO2 SFC VIS 4 T01330128
BOS,5/12/2022 12:54,KBOS 121254Z 09005KT 1 1/2SM BR OVC005 13/13 A3036 RMK AO2 SFC VIS 6 SLP279 VIS SE 2 1/2 T01330128 $
BOS,5/12/2022 13:29,KBOS 121329Z 05005KT 6SM R04R/6000VP6000FT BR BKN005 OVC011 14/13 A3036 RMK AO2 VIS SE-S 2 1/2 T01390128 $
BOS,5/12/2022 13:50,KBOS 121350Z 09006KT 6SM BR FEW005 OVC011 14/13 A3037 RMK AO2 VIS SE-S 2 1/2 $
BOS,5/12/2022 13:54,KBOS 121354Z 08005KT 6SM BR OVC011 14/13 A3036 RMK AO2 SLP281 VIS SE-S 2 1/2 T01440128 $
BOS,5/12/2022 14:22,KBOS 121422Z 13010KT 6SM R04R/4500VP6000FT BR BKN009 13/12 A3037 RMK AO2 VIS SE-S 2 T01330117 $
BOS,5/12/2022 14:42,KBOS 121442Z 13010KT 1SM R04R/3000VP6000FT BR SCT003 OVC011 13/11 A3037 RMK AO2 T01280111 $
BOS,5/12/2022 14:47,KBOS 121447Z 13010KT 1/2SM R04R/2000VP6000FT BR BKN003 OVC011 12/11 A3038 RMK AO2 SFC VIS 1 T01220111 $
BOS,5/12/2022 14:54,KBOS 121454Z 12009KT 1/2SM R04R/1600V2600FT BR BKN003 OVC011 12/11 A3038 RMK AO2 SFC VIS 3/4 SLP287 T01220111 53008 $
BOS,5/12/2022 15:54,KBOS 121554Z 13010KT 1/2SM R04R/4000VP6000FT BR OVC004 13/11 A3037 RMK AO2 SFC VIS 2 SLP283 VIS NW-N 4 T01280111 $
BOS,5/12/2022 16:16,KBOS 121616Z 11007KT 1/2SM R04R/P6000FT BR OVC005 14/12 A3037 RMK AO2 SFC VIS 4 T01390117 $
BOS,5/12/2022 16:54,KBOS 121654Z COR 13008KT 1/2SM R04R/P6000FT BR BKN006 BKN050 14/11 A3036 RMK AO2 SFC VIS 6 SLP280 VIS SE 2 T01390111 $
BOS,5/12/2022 17:03,KBOS 121703Z 13007KT 10SM BKN006 BKN050 14/12 A3036 RMK AO2 T01390117 $
BOS,5/12/2022 17:33,KBOS 121733Z 12007KT 10SM SCT006 SCT050 BKN250 14/12 A3035 RMK AO2 T01440117 $
BOS,5/12/2022 17:54,KBOS 121754Z 09007KT 040V110 10SM SCT006 SCT050 SCT250 14/12 A3036 RMK AO2 SLP280 VIS E-SE 1 1/2 T01440122 10150 20122 55007 $
BOS,5/12/2022 18:27,KBOS 121827Z 11007KT 10SM FEW007 BKN017 BKN050 15/12 A3038 RMK AO2 T01500117 $
BOS,5/12/2022 18:54,KBOS 121854Z 10009KT 10SM FEW007 BKN017 BKN050 14/11 A3037 RMK AO2 SLP285 T01440111 $
BOS,5/12/2022 19:08,KBOS 121908Z 11010KT 10SM FEW006 BKN013 BKN050 14/11 A3037 RMK AO2 T01390111 $
BOS,5/12/2022 19:38,KBOS 121938Z 09012KT 10SM FEW006 BKN009 BKN050 14/11 A3037 RMK AO2 T01390111 $
BOS,5/12/2022 19:54,KBOS 121954Z 09010KT 10SM FEW006 BKN009 BKN050 13/11 A3037 RMK AO2 SLP283 T01330111 $
BOS,5/12/2022 20:54,KBOS 122054Z 08009KT 10SM BKN007 BKN050 13/11 A3037 RMK AO2 SLP282 T01280106 50002 $
BOS,5/12/2022 21:54,KBOS 122154Z 09006KT 10SM BKN007 12/11 A3035 RMK AO2 SLP277 T01220106 $
BOS,5/12/2022 22:38,KBOS 122238Z 07006KT 1 1/2SM BKN007 12/11 A3034 RMK AO2 SFC VIS 10 T01220106 $
BOS,5/12/2022 22:54,KBOS 122254Z 07006KT 1 1/2SM BR OVC004 12/11 A3034 RMK AO2 SFC VIS 2 SLP274 VIS E 3/4 T01170106 $
BOS,5/12/2022 23:10,KBOS 122310Z 08005KT 1/2SM R04R/2400VP6000FT FG OVC003 11/11 A3034 RMK AO2 VIS W-NW 3 T01110106 $
BOS,5/12/2022 23:14,KBOS 122314Z 09005KT 1/4SM R04R/1800V3500FT FG OVC002 11/11 A3034 RMK AO2 TWR VIS 1/2 T01110111 $
BOS,5/12/2022 23:26,KBOS 122326Z 07006KT 1/4SM R04R/1400V2200FT FG OVC002 11/11 A3034 RMK AO2 TWR VIS 1/2 T01110106 $
BOS,5/12/2022 23:35,KBOS 122335Z 08005KT 1/4SM R04R/2000V4000FT FG OVC002 11/11 A3034 RMK AO2 TWR VIS 1/2 T01060106 $
BOS,5/12/2022 23:54,KBOS 122354Z 08006KT 1/4SM R04R/3000V6000FT FG BKN002 OVC007 11/10 A3034 RMK AO2 SFC VIS 1/2 SLP274 VIS W-NW 1 1/2 T01060100 10156 20106 55007 $
BOS,5/13/2022 0:22,KBOS 130022Z 04005KT 2SM BR SCT002 SCT007 BKN250 11/11 A3034 RMK AO2 VIS NE-SE 1 1/2 T01060106 $
BOS,5/13/2022 0:38,KBOS 130038Z 02005KT 2SM BR BKN002 BKN007 BKN250 11/11 A3035 RMK AO2 SFC VIS 6 T01060106 $
BOS,5/13/2022 0:54,KBOS 130054Z 06004KT 2SM BR BKN001 BKN007 BKN250 11/11 A3035 RMK AO2 SFC VIS 4 SLP276 VIS N-NE 1/2 T01060106 $
BOS,5/13/2022 1:16,KBOS 130116Z 05004KT 2SM BR SCT001 SCT008 BKN250 11/11 A3034 RMK AO2 SFC VIS 6 T01060106 $
BOS,5/13/2022 1:54,KBOS 130154Z 00000KT 7SM FEW002 SCT008 BKN250 11/11 A3034 RMK AO2 SLP272 T01060106 $
BOS,5/13/2022 2:54,KBOS 130254Z 06003KT 10SM FEW003 SCT250 11/10 A3032 RMK AO2 SLP266 T01110100 58008 $
BOS,5/13/2022 3:54,KBOS 130354Z 00000KT 10SM FEW003 SCT250 11/10 A3032 RMK AO2 SLP268 T01110100 $
BOS,5/13/2022 4:32,KBOS 130432Z 00000KT 8SM FEW003 BKN008 11/10 A3031 RMK AO2 T01110100 $
BOS,5/13/2022 4:54,KBOS 130454Z 04003KT 7SM FEW003 OVC008 12/11 A3032 RMK AO2 SLP265 T01170106 401560106 $
BOS,5/13/2022 5:54,KBOS 130554Z 05003KT 7SM FEW002 OVC005 12/11 A3032 RMK AO2 SLP266 T01170111 10117 20106 58000 $
BOS,5/13/2022 6:25,KBOS 130625Z 10004KT 1SM R04R/3500VP6000FT BR SCT002 OVC004 11/11 A3031 RMK AO2 T01060106 $
BOS,5/13/2022 6:54,KBOS 130654Z 00000KT 1/2SM R04R/2200V4500FT FG VV002 11/11 A3031 RMK AO2 SLP264 T01110111 $
BOS,5/13/2022 7:05,KBOS 130705Z 00000KT 1/4SM R04R/1800V2200FT FG VV002 11/11 A3031 RMK AO2 T01110111 $
BOS,5/13/2022 7:35,KBOS 130735Z 00000KT 1/2SM R04R/2200V2400FT FG VV003 11/11 A3032 RMK AO2 T01110111 $
BOS,5/13/2022 7:54,KBOS 130754Z 02005KT 1/4SM R04R/2000V2600FT FG VV002 12/12 A3032 RMK AO2 SLP267 T01170117 $
BOS,5/13/2022 8:42,KBOS 130842Z 00000KT 1/2SM R04R/2200V2400FT FG VV002 12/12 A3031 RMK AO2 T01170117 $
BOS,5/13/2022 8:54,KBOS 130854Z 00000KT 1/4SM R04R/2400FT FG VV002 12/12 A3032 RMK AO2 SLP266 T01170117 56000 $
BOS,5/13/2022 9:10,KBOS 130910Z 00000KT 1/4SM R04R/2000V2200FT FG VV002 12/12 A3031 RMK AO2 T01170117 $
BOS,5/13/2022 9:34,KBOS 130934Z 12003KT 1/4SM R04R/1800FT FG VV002 12/12 A3031 RMK AO2 T01170117 $
BOS,5/13/2022 9:54,KBOS 130954Z 13004KT 1/4SM R04R/1800FT FG VV003 12/11 A3031 RMK AO2 SLP262 T01170111 $
BOS,5/13/2022 10:45,KBOS 131045Z 15003KT 1/2SM R04R/2000V3000FT FG VV003 12/12 A3032 RMK AO2 T01170117 $
BOS,5/13/2022 10:54,KBOS 131054Z 00000KT 3/4SM R04R/3000V4500FT BR VV003 12/12 A3032 RMK AO2 SLP266 T01220122 $
BOS,5/13/2022 11:03,KBOS 131103Z 00000KT 1SM R04R/4000V5500FT BR OVC003 12/12 A3033 RMK AO2 T01220117 $
BOS,5/13/2022 11:21,KBOS 131121Z 00000KT 3/4SM R04R/2800V4000FT BR OVC003 12/12 A3033 RMK AO2 T01220122
BOS,5/13/2022 11:54,KBOS 131154Z 00000KT 1/2SM R04R/2600V3500FT FG OVC003 13/13 A3034 RMK AO2 SLP272 T01280128 10133 20106 53006
BOS,5/13/2022 12:13,KBOS 131213Z 05003KT 1SM R04R/1800V3000FT BR OVC003 14/14 A3034 RMK AO2 T01390139
BOS,5/13/2022 12:54,KBOS 131254Z 08005KT 1 1/4SM R04R/3500VP6000FT BR OVC003 13/13 A3035 RMK AO2 SLP276 VIS W 4 T01330128
BOS,5/13/2022 13:29,KBOS 131329Z 07005KT 1/4SM R04R/P6000FT BR OVC003 13/12 A3035 RMK AO2 SFC VIS 1 VIS NW 2 T01330122
BOS,5/13/2022 13:54,KBOS 131354Z 06006KT 1/4SM R04R/P6000FT BR OVC003 14/13 A3035 RMK AO2 SFC VIS 2 SLP276 VIS W-N 6 T01440128
BOS,5/13/2022 14:05,KBOS 131405Z 07005KT 2SM BR OVC003 15/13 A3034 RMK AO2 VIS W-N 7 T01500133
BOS,5/13/2022 14:54,KBOS 131454Z 09006KT 2SM SCT004 SCT030 16/14 A3035 RMK AO2 SFC VIS 10 SLP275 VIS E-S 1 3/4 T01560139 57000
BOS,5/13/2022 15:51,KBOS 131551Z 08007KT 10SM FEW004 FEW030 18/15 A3033 RMK AO2 VIS E-SE 1 1/4
BOS,5/13/2022 15:54,KBOS 131554Z 10007KT 10SM FEW004 FEW030 18/16 A3033 RMK AO2 SLP269 VIS E-SE 1 1/4 T01830156
BOS,5/13/2022 16:47,KBOS 131647Z 11013KT 1 1/2SM R04R/1400V4000FT BR SCT002 SCT035 17/14 A3030 RMK AO2 VIS W-N 10 T01670144
BOS,5/13/2022 17:05,KBOS 131705Z 11012KT 10SM R04R/2400VP6000FT FEW002 FEW035 17/14 A3029 RMK AO2 VIS 1 E VIS SE 2 T01720139
BOS,5/13/2022 17:54,KBOS 131754Z 10011KT 10SM FEW002 SCT035 18/14 A3027 RMK AO2 SLP249 T01830144 10189 20128 58021
BOS,5/13/2022 18:54,KBOS 131854Z 07006KT 10SM FEW002 SCT040 18/14 A3023 RMK AO2 SLP236 T01780139 $
BOS,5/13/2022 19:54,KBOS 131954Z 11010KT 10SM FEW002 SCT045 19/15 A3020 RMK AO2 SLP226 T01940150 $
BOS,5/13/2022 20:54,KBOS 132054Z 06007KT 10SM SCT050 19/14 A3018 RMK AO2 SLP218 T01940144 56030 $
BOS,5/13/2022 21:54,KBOS 132154Z 18016KT 10SM FEW050 26/17 A3016 RMK AO2 SLP212 T02610167
BOS,5/13/2022 22:54,KBOS 132254Z 21016KT 10SM FEW050 FEW220 25/16 A3015 RMK AO2 SLP210 T02500161
BOS,5/13/2022 23:54,KBOS 132354Z 20015KT 10SM FEW080 FEW220 22/17 A3015 RMK AO2 SLP210 T02220167 10261 20167 55008
BOS,5/14/2022 0:54,KBOS 140054Z 20011KT 10SM FEW080 21/17 A3016 RMK AO2 SLP214 T02110172
BOS,5/14/2022 1:54,KBOS 140154Z 20012KT 10SM FEW060 19/17 A3018 RMK AO2 SLP218 T01940172 $
BOS,5/14/2022 2:54,KBOS 140254Z 22010KT 10SM FEW015 FEW060 19/18 A3017 RMK AO2 SLP216 T01940178 50006 $
BOS,5/14/2022 3:54,KBOS 140354Z 22012KT 10SM FEW050 SCT200 19/17 A3016 RMK AO2 SLP211 T01940172 $
BOS,5/14/2022 4:54,KBOS 140454Z 21010KT 10SM FEW040 SCT200 19/17 A3015 RMK AO2 SLP208 T01890172 402610106 $
BOS,5/14/2022 5:54,KBOS 140554Z 22010KT 10SM FEW030 BKN200 19/17 A3013 RMK AO2 SLP201 T01890172 10222 20183 58015 $
BOS,5/14/2022 6:54,KBOS 140654Z 21007KT 10SM FEW010 SCT200 18/17 A3012 RMK AO2 SLP198 T01830172 $
BOS,5/14/2022 7:54,KBOS 140754Z COR 22008KT 10SM FEW008 SCT200 18/17 A3011 RMK AO2 SLP194 T01830172 $
BOS,5/14/2022 8:00,KBOS 140800Z 22008KT 10SM FEW008 SCT200 18/17 A3010 RMK AO2 T01830172 $
BOS,5/14/2022 8:30,KBOS 140830Z 22007KT 10SM BKN008 BKN200 18/17 A3010 RMK AO2 T01830172 $
BOS,5/14/2022 8:54,KBOS 140854Z 22007KT 10SM OVC009 18/18 A3010 RMK AO2 SLP194 T01830178 56007 $
BOS,5/14/2022 9:19,KBOS 140919Z 22007KT 10SM OVC010 19/18 A3010 RMK AO2 T01890178 $
BOS,5/14/2022 10:39,KBOS 141039Z 22007KT 10SM BKN016 19/18 A3011 RMK AO2 T01940178 $
BOS,5/14/2022 10:54,KBOS 141054Z 23007KT 10SM BKN016 20/18 A3011 RMK AO2 SLP196 T02000178 $
BOS,5/14/2022 11:21,KBOS 141121Z 24007KT 10SM SCT016 SCT090 21/18 A3011 RMK AO2 T02110178 $
BOS,5/14/2022 11:54,KBOS 141154Z 26009KT 10SM FEW016 SCT110 22/17 A3009 RMK AO2 SLP190 T02170172 10222 20183 58004 $
BOS,5/14/2022 12:54,KBOS 141254Z 25008KT 10SM FEW018 FEW110 SCT250 24/17 A3008 RMK AO2 SLP186 T02390172 $
BOS,5/14/2022 13:54,KBOS 141354Z 25013KT 10SM FEW018 FEW110 SCT250 26/16 A3007 RMK AO2 SLP182 T02610161
BOS,5/14/2022 14:54,KBOS 141454Z 27011KT 10SM FEW020 BKN250 27/16 A3006 RMK AO2 SLP178 T02720156 58012
BOS,5/14/2022 15:54,KBOS 141554Z 27007KT 10SM FEW025 BKN250 28/16 A3003 RMK AO2 SLP169 T02830156
BOS,5/14/2022 16:54,KBOS 141654Z 23008KT 10SM FEW035 BKN250 29/14 A3000 RMK AO2 SLP160 T02890144
BOS,5/14/2022 17:54,KBOS 141754Z 23008KT 10SM SCT035 BKN220 BKN250 29/14 A2999 RMK AO2 SLP154 T02940144 10300 20217 56024
BOS,5/14/2022 18:24,KBOS 141824Z 19011KT 10SM CLR 30/16 A2998 RMK AO2 WSHFT 1809 T03000161
BOS,5/14/2022 18:54,KBOS 141854Z 18011KT 10SM SCT040 BKN220 BKN250 29/16 A2997 RMK AO2 WSHFT 1809 SLP149 T02890161
BOS,5/14/2022 19:54,KBOS 141954Z 20010KT 10SM SCT055 BKN220 OVC250 28/17 A2996 RMK AO2 SLP144 T02780167
BOS,5/14/2022 20:54,KBOS 142054Z 19014KT 10SM FEW055 SCT140 SCT220 BKN250 27/17 A2995 RMK AO2 SLP142 T02670167 56012
BOS,5/14/2022 21:54,KBOS 142154Z 19013KT 10SM FEW070 SCT140 BKN220 BKN250 26/17 A2993 RMK AO2 SLP135 T02610167
BOS,5/14/2022 22:54,KBOS 142254Z 22018KT 10SM SCT150 BKN200 OVC250 26/16 A2992 RMK AO2 SLP132 TCU DSNT N T02560156
BOS,5/14/2022 23:54,KBOS 142354Z 22012KT 10SM FEW050 SCT150 BKN200 OVC250 24/16 A2993 RMK AO2 SLP136 T02390161 10300 20239 55006
BOS,5/15/2022 0:54,KBOS 150054Z 19006KT 10SM FEW100 SCT140 BKN200 OVC220 22/16 A2995 RMK AO2 SLP142 T02220161
BOS,5/15/2022 1:54,KBOS 150154Z 20007KT 10SM FEW100 BKN140 OVC200 22/17 A2996 RMK AO2 SLP146 T02220172
BOS,5/15/2022 2:54,KBOS 150254Z 19007KT 10SM BKN110 OVC130 21/18 A2997 RMK AO2 RAB15E49 SLP148 P0000 60000 T02060178 51013
BOS,5/15/2022 3:54,KBOS 150354Z 19007KT 10SM FEW090 SCT120 OVC130 21/18 A2996 RMK AO2 SLP146 T02060178
BOS,5/15/2022 4:54,KBOS 150454Z 19006KT 10SM -RA BKN110 OVC130 20/18 A2995 RMK AO2 RAB41 SLP141 P0000 T02000183 403000183
BOS,5/15/2022 5:54,KBOS 150554Z 17003KT 10SM -RA BKN110 OVC130 18/18 A2994 RMK AO2 SLP138 P0000 60000 T01830178 10250 20183 58010
BOS,5/15/2022 6:54,KBOS 150654Z 18004KT 10SM -RA FEW080 SCT100 OVC120 18/17 A2992 RMK AO2 SLP131 P0001 T01780172
BOS,5/15/2022 7:12,KBOS 150712Z 18004KT 10SM FEW009 BKN043 OVC080 18/18 A2992 RMK AO2 RAE06 P0000 T01830178
BOS,5/15/2022 7:35,KBOS 150735Z 18007KT 10SM -RA BKN009 BKN043 OVC095 18/17 A2991 RMK AO2 RAE06B30 P0000 T01780172
BOS,5/15/2022 7:54,KBOS 150754Z 18004KT 10SM SCT008 BKN043 OVC070 18/18 A2991 RMK AO2 RAE06B30E41 SLP127 P0000 T01780178
BOS,5/15/2022 8:01,KBOS 150801Z 18006KT 10SM BKN008 BKN043 OVC070 18/17 A2991 RMK AO2 T01780172
BOS,5/15/2022 8:54,KBOS 150854Z 20004KT 10SM SCT008 BKN028 OVC036 18/17 A2990 RMK AO2 RAB02E18 SLP123 P0000 60001 T01780172 56015
BOS,5/15/2022 9:12,KBOS 150912Z 18005KT 10SM FEW008 SCT028 OVC046 18/17 A2990 RMK AO2 CIG 030 E T01780172
BOS,5/15/2022 9:54,KBOS 150954Z 19005KT 10SM FEW008 SCT009 OVC046 18/17 A2990 RMK AO2 SLP125 T01780172
BOS,5/15/2022 10:29,KBOS 151029Z 18005KT 10SM SCT008 BKN015 OVC095 18/17 A2990 RMK AO2 T01780172
BOS,5/15/2022 10:54,KBOS 151054Z 00000KT 10SM SCT008 SCT015 BKN095 BKN250 18/17 A2990 RMK AO2 SLP124 T01780172
BOS,5/15/2022 11:34,KBOS 151134Z 17005KT 10SM BKN008 OVC095 18/17 A2990 RMK AO2 T01830172
BOS,5/15/2022 11:54,KBOS 151154Z 19006KT 10SM OVC008 18/17 A2990 RMK AO2 SLP124 60001 70001 T01830172 10189 20172 51001
BOS,5/15/2022 12:54,KBOS 151254Z 19008KT 10SM OVC009 19/17 A2989 RMK AO2 SLP122 T01890172 $
BOS,5/15/2022 13:50,KBOS 151350Z 17008KT 10SM BKN011 20/17 A2989 RMK AO2 $
BOS,5/15/2022 13:54,KBOS 151354Z 18008KT 10SM BKN012 21/17 A2989 RMK AO2 SLP120 T02060172 $
BOS,5/15/2022 14:39,KBOS 151439Z 19007KT 10SM BKN016 BKN090 21/18 A2988 RMK AO2 T02110178 $
BOS,5/15/2022 14:54,KBOS 151454Z 14006KT 10SM SCT019 BKN090 BKN250 21/18 A2988 RMK AO2 SLP117 T02110178 58004 $
BOS,5/15/2022 15:17,KBOS 151517Z 13006KT 10SM BKN021 BKN250 21/17 A2988 RMK AO2 T02060172 $
BOS,5/15/2022 15:54,KBOS 151554Z 08007KT 10SM SCT026 BKN090 BKN250 22/17 A2986 RMK AO2 SLP112 T02220172 $
BOS,5/15/2022 16:54,KBOS 151654Z 10010KT 10SM SCT030 BKN043 21/17 A2984 RMK AO2 SLP104 T02110172 $
BOS,5/15/2022 17:54,KBOS 151754Z 13007KT 10SM SCT034 BKN055 22/16 A2982 RMK AO2 SLP096 T02170161 10228 20183 58022 $
BOS,5/15/2022 18:54,KBOS 151854Z 21008KT 10SM SCT037 BKN065 25/16 A2980 RMK AO2 SLP089 T02500156
BOS,5/15/2022 19:54,KBOS 151954Z 22011KT 10SM FEW040 BKN055 BKN070 25/16 A2978 RMK AO2 RAB34E43 SLP083 P0000 T02500161
BOS,5/15/2022 20:54,KBOS 152054Z 19011KT 10SM BKN044 BKN055 25/16 A2976 RMK AO2 SLP077 60000 T02500161 56019
BOS,5/15/2022 21:54,KBOS 152154Z 18013G16KT 10SM FEW046 SCT060 SCT080 24/16 A2975 RMK AO2 SLP074 T02440161
BOS,5/15/2022 22:54,KBOS 152254Z 17012KT 10SM FEW045 SCT060 23/16 A2975 RMK AO2 SLP074 T02330161
BOS,5/15/2022 23:54,KBOS 152354Z 19010KT 10SM FEW048 BKN065 BKN250 22/16 A2976 RMK AO2 SLP077 60000 T02170161 10256 20217 55000
BOS,5/16/2022 0:54,KBOS 160054Z 20010KT 10SM FEW080 SCT200 BKN250 21/16 A2978 RMK AO2 SLP083 T02060156
BOS,5/16/2022 1:54,KBOS 160154Z 22011KT 10SM FEW070 SCT200 BKN250 21/16 A2979 RMK AO2 LTG DSNT N SLP087 T02110161
BOS,5/16/2022 2:54,KBOS 160254Z 23004KT 10SM SCT100 BKN250 20/16 A2979 RMK AO2 SLP087 T02000156 50010
BOS,5/16/2022 3:54,KBOS 160354Z 22008KT 10SM SCT110 BKN250 19/16 A2978 RMK AO2 SLP083 T01940156
BOS,5/16/2022 4:54,KBOS 160454Z 19010KT 10SM FEW090 BKN110 BKN250 18/16 A2977 RMK AO2 SLP080 T01780156 402560172
BOS,5/16/2022 5:54,KBOS 160554Z 20007KT 10SM CLR 18/16 A2976 RMK AO2 SLP078 T01780156 10217 20172 56009 $
BOS,5/16/2022 6:54,KBOS 160654Z 20005KT 10SM FEW130 17/16 A2975 RMK AO2 SLP073 T01720156 $
BOS,5/16/2022 7:54,KBOS 160754Z 19006KT 10SM SCT120 17/16 A2974 RMK AO2 SLP071 T01720156 $
BOS,5/16/2022 8:54,KBOS 160854Z 20006KT 10SM BKN120 17/16 A2972 RMK AO2 SLP065 T01670156 58013 $
BOS,5/16/2022 9:54,KBOS 160954Z 21008KT 10SM FEW120 SCT250 17/16 A2974 RMK AO2 SLP070 T01720156 $
BOS,5/16/2022 10:54,KBOS 161054Z 20007KT 10SM FEW015 FEW120 SCT250 18/16 A2974 RMK AO2 SLP072 T01780156 $
BOS,5/16/2022 11:54,KBOS 161154Z 17007KT 10SM FEW012 FEW120 SCT250 18/16 A2975 RMK AO2 SLP073 T01830161 10183 20156 51008
BOS,5/16/2022 12:54,KBOS 161254Z 18003KT 10SM FEW012 FEW250 20/17 A2974 RMK AO2 SLP070 T02000167
BOS,5/16/2022 13:54,KBOS 161354Z 07009KT 10SM BCFG FEW008 FEW250 16/13 A2973 RMK AO2 SLP068 VIS E 1/2 T01560133
